CoC Code,State Name,CoC Name,County Name,Homeless Count,Avg. Rent Price,Poverty Count,Poverty Pct.,Unemployed Count,Unemployed Pct.,Education Count No HS Diploma,Education Count No College
GA-507,Georgia,chatham,chatham,523,1391.364603,43618,15,6161,4,18800,48789
GA-507,Georgia,savannah,chatham,523,1391.364603,43618,15,6161,4,18800,48789
GA-508,Georgia,dekalb,dekalb,565,1543.887524,108081,14,18123,4,48218,106060
HI-500,Hawaii,hawaiibalanceofstate,hawaii,2022,none,152656,10,29361,14,5455,5
HI-500,Hawaii,hawaiibalanceofstate,kalawao,2022,none,none,none,none,none,3,13
HI-500,Hawaii,hawaiibalanceofstate,kauai,2022,none,8101,11,2947,8,4153,15503
HI-500,Hawaii,hawaiibalanceofstate,maui,2022,2799.282526,18548,11,6691,7,8772,35482
HI-501,Hawaii,honolulu,honolulu,3945,2408.570599,96646,10,none,none,51255,180820
IA-500,Iowa,woodbury,woodbury,212,none,15992,15,2136,3,8231,21887
IA-500,Iowa,dakota,humboldt,212,none,954,10,156,3,463,2530
IA-500,Iowa,sioux,sioux,212,none,2212,6,480,2,1690,6203
IA-501,Iowa,iowabalanceofstate,adair,1601,none,749,10,122,2,280,2131
IA-501,Iowa,iowabalanceofstate,adams,1601,none,383,10,55,2,146,960
IA-501,Iowa,iowabalanceofstate,allamakee,1601,none,1349,9,293,4,944,4008
IA-501,Iowa,iowabalanceofstate,appanoose,1601,none,2069,17,232,3,792,3082
IA-501,Iowa,iowabalanceofstate,audubon,1601,none,564,10,88,2,332,1458
IA-501,Iowa,iowabalanceofstate,benton,1601,none,2128,8,520,4,1027,6578
IA-501,Iowa,iowabalanceofstate,blackhawk,1601,792.4466631,17005,13,2789,4,6599,24857
IA-501,Iowa,iowabalanceofstate,boone,1601,none,2038,7,461,3,1108,6104
IA-501,Iowa,iowabalanceofstate,bremer,1601,none,1681,7,404,2,573,4959
IA-501,Iowa,iowabalanceofstate,buchanan,1601,none,2011,9,377,3,859,4825
IA-501,Iowa,iowabalanceofstate,buenavista,1601,none,2149,10,335,2,2698,4070
IA-501,Iowa,iowabalanceofstate,butler,1601,none,1238,8,269,3,594,3708
IA-501,Iowa,iowabalanceofstate,calhoun,1601,none,1117,12,146,3,423,2695
IA-501,Iowa,iowabalanceofstate,carroll,1601,none,1889,9,297,2,814,4813
IA-501,Iowa,iowabalanceofstate,cass,1601,none,1847,14,227,3,997,3164
IA-501,Iowa,iowabalanceofstate,cedar,1601,none,1323,7,355,3,584,5086
IA-501,Iowa,iowabalanceofstate,cerrogordo,1601,none,4895,11,878,3,1999,10283
IA-501,Iowa,iowabalanceofstate,cherokee,1601,none,1134,10,188,3,537,3324
IA-501,Iowa,iowabalanceofstate,chickasaw,1601,none,1005,8,208,3,546,3668
IA-501,Iowa,iowabalanceofstate,clarke,1601,none,923,9,190,3,986,2644
IA-501,Iowa,iowabalanceofstate,clay,1601,none,1521,9,283,3,512,3803
IA-501,Iowa,iowabalanceofstate,clayton,1601,none,1678,10,447,4,1118,5369
IA-501,Iowa,iowabalanceofstate,clinton,1601,none,5261,11,1053,4,2599,12180
IA-501,Iowa,iowabalanceofstate,crawford,1601,none,1817,11,368,4,1994,3904
IA-501,Iowa,iowabalanceofstate,dallas,1601,1293.04169,5499,5,1369,2,2596,11677
IA-501,Iowa,iowabalanceofstate,davis,1601,none,916,10,127,3,1157,1631
IA-501,Iowa,iowabalanceofstate,decatur,1601,none,1165,16,131,3,476,1774
IA-501,Iowa,iowabalanceofstate,delaware,1601,none,1582,9,315,3,942,5207
IA-501,Iowa,iowabalanceofstate,dickinson,1601,none,1333,7,363,3,578,3513
IA-501,Iowa,iowabalanceofstate,dubuque,1601,759.6502317,7743,8,2202,4,4124,21391
IA-501,Iowa,iowabalanceofstate,emmet,1601,none,1026,11,182,3,674,2281
IA-501,Iowa,iowabalanceofstate,fayette,1601,none,2185,11,434,4,1009,5773
IA-501,Iowa,iowabalanceofstate,floyd,1601,none,1719,11,321,3,781,4218
IA-501,Iowa,iowabalanceofstate,franklin,1601,none,987,10,191,3,644,2499
IA-501,Iowa,iowabalanceofstate,fremont,1601,none,681,10,98,2,250,1739
IA-501,Iowa,iowabalanceofstate,greene,1601,none,977,11,167,3,423,2307
IA-501,Iowa,iowabalanceofstate,grundy,1601,none,762,6,211,3,395,2849
IA-501,Iowa,iowabalanceofstate,guthrie,1601,none,1024,9,211,3,426,2682
IA-501,Iowa,iowabalanceofstate,hamilton,1601,none,1221,8,262,3,689,3502
IA-501,Iowa,iowabalanceofstate,hancock,1601,none,914,8,198,3,636,2814
IA-501,Iowa,iowabalanceofstate,hardin,1601,none,1551,9,295,3,938,4400
IA-501,Iowa,iowabalanceofstate,harrison,1601,none,1491,10,249,3,793,3944
IA-501,Iowa,iowabalanceofstate,henry,1601,none,2296,12,361,3,1132,5071
IA-501,Iowa,iowabalanceofstate,howard,1601,none,923,9,180,3,538,2594
IA-501,Iowa,iowabalanceofstate,ida,1601,none,735,10,114,2,347,1866
IA-501,Iowa,iowabalanceofstate,iowa,1601,none,340626,11,1248,7,344,3
IA-501,Iowa,iowabalanceofstate,jackson,1601,none,2266,11,479,4,891,5773
IA-501,Iowa,iowabalanceofstate,jasper,1601,none,3345,9,751,3,1554,10572
IA-501,Iowa,iowabalanceofstate,jefferson,1601,none,1943,13,373,3,829,2859
IA-501,Iowa,iowabalanceofstate,johnson,1601,1082.006974,21477,14,2858,3,3392,13855
IA-501,Iowa,iowabalanceofstate,jones,1601,none,2057,10,414,4,786,5677
IA-501,Iowa,iowabalanceofstate,keokuk,1601,none,1099,11,208,4,494,3011
IA-501,Iowa,iowabalanceofstate,kossuth,1601,none,1507,10,241,2,673,3672
IA-501,Iowa,iowabalanceofstate,lee,1601,none,4511,14,821,5,1608,8929
IA-501,Iowa,iowabalanceofstate,linn,1601,973.4787926,21754,9,5389,4,7895,40139
IA-501,Iowa,iowabalanceofstate,louisa,1601,none,1183,11,230,3,1174,2832
IA-501,Iowa,iowabalanceofstate,lucas,1601,none,1111,12,131,2,433,2605
IA-501,Iowa,iowabalanceofstate,lyon,1601,none,812,6,146,2,482,3114
IA-501,Iowa,iowabalanceofstate,madison,1601,none,1228,7,347,4,393,3748
IA-501,Iowa,iowabalanceofstate,mahaska,1601,none,2640,12,402,3,1179,5807
IA-501,Iowa,iowabalanceofstate,marion,1601,none,2751,8,528,2,1323,7415
IA-501,Iowa,iowabalanceofstate,marshall,1601,none,4463,11,1006,5,3911,9171
IA-501,Iowa,iowabalanceofstate,mills,1601,none,1198,8,223,3,486,3191
IA-501,Iowa,iowabalanceofstate,mitchell,1601,none,909,8,160,2,520,2501
IA-501,Iowa,iowabalanceofstate,monona,1601,none,1016,12,176,4,448,2479
IA-501,Iowa,iowabalanceofstate,monroe,1601,none,786,10,148,3,336,2092
IA-501,Iowa,iowabalanceofstate,montgomery,1601,none,1179,11,182,3,550,2446
IA-501,Iowa,iowabalanceofstate,muscatine,1601,none,4666,11,891,4,2983,10026
IA-501,Iowa,iowabalanceofstate,obrien,1601,none,1406,10,222,2,813,3535
IA-501,Iowa,iowabalanceofstate,osceola,1601,none,542,9,77,2,495,1635
IA-501,Iowa,iowabalanceofstate,page,1601,none,2219,16,235,3,886,4341
IA-501,Iowa,iowabalanceofstate,paloalto,1601,none,1024,11,137,3,403,1814
IA-501,Iowa,iowabalanceofstate,plymouth,1601,none,1832,7,398,2,963,6031
IA-501,Iowa,iowabalanceofstate,pocahontas,1601,none,702,10,117,2,522,1819
IA-501,Iowa,iowabalanceofstate,pottawattamie,1601,none,11207,12,1820,3,6351,20559
IA-501,Iowa,iowabalanceofstate,poweshiek,1601,none,2145,12,404,4,705,4659
IA-501,Iowa,iowabalanceofstate,ringgold,1601,none,597,13,74,3,219,1289
IA-501,Iowa,iowabalanceofstate,sac,1601,none,958,10,158,3,446,2529
IA-501,Iowa,iowabalanceofstate,scott,1601,895.9215845,22074,12,4256,4,7167,32952
IA-501,Iowa,iowabalanceofstate,shelby,1601,none,921,8,185,2,544,2913
IA-501,Iowa,iowabalanceofstate,story,1601,891.2731582,15885,17,1553,2,1643,8786
IA-501,Iowa,iowabalanceofstate,tama,1601,none,2136,12,387,4,1083,4787
IA-501,Iowa,iowabalanceofstate,taylor,1601,none,743,12,89,2,376,1580
IA-501,Iowa,iowabalanceofstate,union,1601,none,1497,12,245,4,741,2737
IA-501,Iowa,iowabalanceofstate,vanburen,1601,none,917,12,126,3,616,1930
IA-501,Iowa,iowabalanceofstate,wapello,1601,none,5308,15,762,4,2885,8786
IA-501,Iowa,iowabalanceofstate,warren,1601,none,2827,5,962,3,1446,10097
IA-501,Iowa,iowabalanceofstate,washington,1601,none,1928,8,391,3,1233,5622
IA-501,Iowa,iowabalanceofstate,wayne,1601,none,861,13,93,3,459,1844
IA-501,Iowa,iowabalanceofstate,webster,1601,none,5102,14,773,4,2127,8735
IA-501,Iowa,iowabalanceofstate,winnebago,1601,none,1067,10,189,3,411,2383
IA-501,Iowa,iowabalanceofstate,winneshiek,1601,none,1565,8,430,3,544,4478
IA-501,Iowa,iowabalanceofstate,worth,1601,none,712,9,154,3,368,1917
IA-501,Iowa,iowabalanceofstate,wright,1601,none,1325,10,254,3,653,3277
IA-502,Iowa,polk,polk,606,1057.611287,49300,10,10877,4,24393,80903
IA-502,Iowa,desmoines,desmoines,606,none,5014,13,1051,5,1923,8759
ID-500,Idaho,ada,ada,620,1657.811623,43285,8,8545,3,16433,68936
ID-500,Idaho,boise,boise,620,none,962,12,196,5,317,1841
ID-501,Idaho,idahobalanceofstate,adams,1378,none,590,12,115,6,257,1280
ID-501,Idaho,idahobalanceofstate,bannock,1378,none,11121,12,1497,3,3696,14141
ID-501,Idaho,idahobalanceofstate,bearlake,1378,none,633,9,92,2,283,1541
ID-501,Idaho,idahobalanceofstate,benewah,1378,none,1348,13,223,5,957,2448
ID-501,Idaho,idahobalanceofstate,bingham,1378,none,5482,11,767,3,3067,9642
ID-501,Idaho,idahobalanceofstate,blaine,1378,none,1772,7,458,3,1693,4095
ID-501,Idaho,idahobalanceofstate,bonner,1378,none,5761,11,1012,4,2812,10541
ID-501,Idaho,idahobalanceofstate,bonneville,1378,1053.975893,12383,9,1729,2,5552,18759
ID-501,Idaho,idahobalanceofstate,boundary,1378,none,1506,12,241,4,963,3105
ID-501,Idaho,idahobalanceofstate,butte,1378,none,417,15,54,3,205,611
ID-501,Idaho,idahobalanceofstate,camas,1378,none,108,9,22,3,147,190
ID-501,Idaho,idahobalanceofstate,canyon,1378,1370.959212,26280,11,4292,3,19140,42714
ID-501,Idaho,idahobalanceofstate,caribou,1378,none,696,9,125,3,460,1286
ID-501,Idaho,idahobalanceofstate,cassia,1378,none,2803,11,364,2,2281,4264
ID-501,Idaho,idahobalanceofstate,clark,1378,none,113,14,12,3,180,141
ID-501,Idaho,idahobalanceofstate,clearwater,1378,none,1208,14,192,6,520,2409
ID-501,Idaho,idahobalanceofstate,custer,1378,none,554,12,102,4,423,934
ID-501,Idaho,idahobalanceofstate,elmore,1378,none,3166,11,446,3,1923,5346
ID-501,Idaho,idahobalanceofstate,franklin,1378,none,1192,8,181,2,608,3917
ID-501,Idaho,idahobalanceofstate,fremont,1378,none,1546,11,232,2,1012,2520
ID-501,Idaho,idahobalanceofstate,gem,1378,none,2437,12,353,4,1603,4513
ID-501,Idaho,idahobalanceofstate,gooding,1378,none,1707,10,265,2,2261,3397
ID-501,Idaho,idahobalanceofstate,idaho,1378,none,202091,10,2232,13,328,4
ID-501,Idaho,idahobalanceofstate,jefferson,1378,none,2540,8,397,2,1437,4277
ID-501,Idaho,idahobalanceofstate,jerome,1378,none,3088,12,416,3,3493,4383
ID-501,Idaho,idahobalanceofstate,kootenai,1378,1790.639631,16927,9,3484,4,7584,31689
ID-501,Idaho,idahobalanceofstate,latah,1378,none,5113,13,654,3,803,4735
ID-501,Idaho,idahobalanceofstate,lemhi,1378,none,974,12,193,5,607,1802
ID-501,Idaho,idahobalanceofstate,lewis,1378,none,486,13,92,5,259,702
ID-501,Idaho,idahobalanceofstate,lincoln,1378,none,593,11,119,4,623,1135
ID-501,Idaho,idahobalanceofstate,madison,1378,none,9330,17,511,2,958,3796
ID-501,Idaho,idahobalanceofstate,minidoka,1378,none,3025,13,371,3,2776,4581
ID-501,Idaho,idahobalanceofstate,nezperce,1378,none,6377,15,676,3,1995,8804
ID-501,Idaho,idahobalanceofstate,oneida,1378,none,493,10,64,2,291,1051
ID-501,Idaho,idahobalanceofstate,owyhee,1378,none,1731,14,242,3,1965,2423
ID-501,Idaho,idahobalanceofstate,payette,1378,none,3126,12,476,3,2282,5898
ID-501,Idaho,idahobalanceofstate,power,1378,none,1001,12,157,3,1006,1581
ID-501,Idaho,idahobalanceofstate,shoshone,1378,none,2404,17,349,6,1107,3530
ID-501,Idaho,idahobalanceofstate,teton,1378,none,907,7,205,2,604,1413
ID-501,Idaho,idahobalanceofstate,twinfalls,1378,none,12185,13,1488,3,7392,15658
ID-501,Idaho,idahobalanceofstate,none,1378,none,none,none,none,none,none,none
ID-501,Idaho,idahobalanceofstate,washington,1378,none,1476,13,208,4,900,2212
IL-500,Illinois,mchenry,mchenry,92,1699.97633,18456,6,7808,4,13717,55145
IL-501,Illinois,boone,boone,406,none,5341,10,2179,8,4575,11504
IL-501,Illinois,winnebago,winnebago,406,910.5582181,39659,14,11394,8,22994,60897
IL-501,Illinois,dekalb,dekalb,406,1017.778806,13529,14,3068,5,4404,15101
IL-501,Illinois,rockford,winnebago,406,910.5582181,39659,14,11394,8,22994,60897
IL-502,Illinois,lake,lake,431,1659.08096,58626,8,19650,5,43130,94568
IL-502,Illinois,chicago,dupage,431,1639.456649,62952,6,22777,4,41827,116233
IL-502,Illinois,waukegan,lake,431,1659.08096,58626,8,19650,5,43130,94568
IL-503,Illinois,champaign,champaign,137,941.6873661,28582,15,5435,5,6294,25720
IL-503,Illinois,rantoul,champaign,137,941.6873661,28582,15,5435,5,6294,25720
IL-503,Illinois,urbana,champaign,137,941.6873661,28582,15,5435,5,6294,25720
IL-503,Illinois,champaign,champaign,137,941.6873661,28582,15,5435,5,6294,25720
IL-504,Illinois,madison,madison,96,866.2463888,29596,11,6587,5,13030,54017
IL-506,Illinois,will,will,219,1847.514645,54149,7,20467,5,39246,119617
IL-506,Illinois,bolingbrook,will,219,1847.514645,54149,7,20467,5,39246,119617
IL-506,Illinois,joliet,will,219,1847.514645,54149,7,20467,5,39246,119617
IL-507,Illinois,woodford,woodford,337,none,2484,6,740,4,1484,7280
IL-507,Illinois,peoria,peoria,337,897.5237528,28357,16,6002,7,9588,33607
IL-507,Illinois,tazewell,tazewell,337,none,11918,9,3140,5,6260,28037
IL-507,Illinois,fulton,fulton,337,none,4629,15,841,5,2595,9143
IL-507,Illinois,pekin,tazewell,337,none,11918,9,3140,5,6260,28037
IL-507,Illinois,peoria,peoria,337,897.5237528,28357,16,6002,7,9588,33607
IL-508,Illinois,st.clair,st.clair,197,none,33300,13,7683,6,13631,48222
IL-508,Illinois,belleville,st.clair,197,none,33300,13,7683,6,13631,48222
IL-508,Illinois,st.louis,st.clair,197,none,33300,13,7683,6,13631,48222
IL-510,Illinois,chicago,dupage,3875,1639.456649,62952,6,22777,4,41827,116233
IL-511,Illinois,cook,cook,1096,1734.083407,703874,13,181692,6,439740,820019
IL-512,Illinois,bloomington,mclean,241,845.940992,21514,13,4038,4,4190,24299
IL-513,Illinois,sangamon,sangamon,264,939.9288822,27610,14,5534,5,9898,37873
IL-513,Illinois,springfield,sangamon,264,939.9288822,27610,14,5534,5,9898,37873
IL-514,Illinois,dupage,dupage,555,1639.456649,62952,6,22777,4,41827,116233
IL-516,Illinois,macon,macon,93,none,16893,17,3585,7,5926,25424
IL-516,Illinois,decatur,macon,93,none,16893,17,3585,7,5926,25424
IL-517,Illinois,kane,kane,391,1625.790199,43982,8,15615,6,47621,76989
IL-517,Illinois,elgin,kane,391,1625.790199,43982,8,15615,6,47621,76989
IL-517,Illinois,aurora,kane,391,1625.790199,43982,8,15615,6,47621,76989
IL-518,Illinois,moline,rockisland,280,693.5494999,22803,16,3858,5,10918,29460
IL-518,Illinois,rockisland,rockisland,280,693.5494999,22803,16,3858,5,10918,29460
IN-502,Indiana,indianabalanceofstate,adams,3688,none,4478,12,406,2,2933,9456
